,DATUM,JAHR,MONAT,KW,TAG,WOCHENTAG,START,ENDE,P1_START,P1_ENDE,P2_START,P2_ENDE,P3_START,P3_ENDE,ARBEITSZEIT_MIN,FEIERTAG,AENDERUNG_DATUM,AENDERUNG_USER
3182,2022-08-30 00:00:00,2022,8,36,30,2,2022-08-30 06:00:00,2022-08-30 22:30:00,2022-08-30 09:00:00,2022-08-30 11:00:00,2022-08-30 16:30:00,2022-08-30 18:30:00,2022-08-30 00:00:00,2022-08-30 00:00:00,750,0,2020-08-20 12:52:52,PP
3183,2022-08-31 00:00:00,2022,8,36,31,3,2022-08-31 06:00:00,2022-08-31 22:30:00,2022-08-31 09:00:00,2022-08-31 11:00:00,2022-08-31 16:30:00,2022-08-31 18:30:00,2022-08-31 00:00:00,2022-08-31 00:00:00,750,0,2020-08-20 12:52:52,PP
3184,2022-09-01 00:00:00,2022,9,36,1,4,2022-09-01 06:00:00,2022-09-01 22:30:00,2022-09-01 09:00:00,2022-09-01 11:00:00,2022-09-01 16:30:00,2022-09-01 18:30:00,2022-09-01 00:00:00,2022-09-01 00:00:00,750,0,2020-08-20 12:52:52,PP
3185,2022-09-02 00:00:00,2022,9,36,2,5,2022-09-02 06:00:00,2022-09-02 20:00:00,2022-09-02 09:00:00,2022-09-02 11:00:00,2022-09-02 16:30:00,2022-09-02 18:30:00,2022-09-02 00:00:00,2022-09-02 00:00:00,600,0,2020-08-20 12:52:52,PP
3186,2022-09-03 00:00:00,2022,9,36,3,6,2022-09-03 00:00:00,2022-09-03 00:00:00,2022-09-03 00:00:00,2022-09-03 00:00:00,2022-09-03 00:00:00,2022-09-03 00:00:00,2022-09-03 00:00:00,2022-09-03 00:00:00,0,0,2019-09-24 12:56:00,PP
3187,2022-09-04 00:00:00,2022,9,36,4,7,2022-09-04 00:00:00,2022-09-04 00:00:00,2022-09-04 00:00:00,2022-09-04 00:00:00,2022-09-04 00:00:00,2022-09-04 00:00:00,2022-09-04 00:00:00,2022-09-04 00:00:00,0,0,2019-09-24 12:56:00,PP
3188,2022-09-05 00:00:00,2022,9,37,5,1,2022-09-05 06:00:00,2022-09-05 22:30:00,2022-09-05 09:00:00,2022-09-05 11:00:00,2022-09-05 16:30:00,2022-09-05 18:30:00,2022-09-05 00:00:00,2022-09-05 00:00:00,750,0,2020-08-20 12:52:52,PP
3189,2022-09-06 00:00:00,2022,9,37,6,2,2022-09-06 06:00:00,2022-09-06 22:30:00,2022-09-06 09:00:00,2022-09-06 11:00:00,2022-09-06 16:30:00,2022-09-06 18:30:00,2022-09-06 00:00:00,2022-09-06 00:00:00,750,0,2020-08-20 12:52:52,PP
3190,2022-09-07 00:00:00,2022,9,37,7,3,2022-09-07 06:00:00,2022-09-07 22:30:00,2022-09-07 09:00:00,2022-09-07 11:00:00,2022-09-07 16:30:00,2022-09-07 18:30:00,2022-09-07 00:00:00,2022-09-07 00:00:00,750,0,2020-08-20 12:52:52,PP
3191,2022-09-08 00:00:00,2022,9,37,8,4,2022-09-08 06:00:00,2022-09-08 22:30:00,2022-09-08 09:00:00,2022-09-08 11:00:00,2022-09-08 16:30:00,2022-09-08 18:30:00,2022-09-08 00:00:00,2022-09-08 00:00:00,750,0,2020-08-20 12:52:52,PP
3192,2022-09-09 00:00:00,2022,9,37,9,5,2022-09-09 06:00:00,2022-09-09 20:00:00,2022-09-09 09:00:00,2022-09-09 11:00:00,2022-09-09 16:30:00,2022-09-09 18:30:00,2022-09-09 00:00:00,2022-09-09 00:00:00,600,0,2020-08-20 12:52:52,PP
3193,2022-09-10 00:00:00,2022,9,37,10,6,2022-09-10 00:00:00,2022-09-10 00:00:00,2022-09-10 00:00:00,2022-09-10 00:00:00,2022-09-10 00:00:00,2022-09-10 00:00:00,2022-09-10 00:00:00,2022-09-10 00:00:00,0,0,2019-09-24 12:56:00,PP
3194,2022-09-11 00:00:00,2022,9,37,11,7,2022-09-11 00:00:00,2022-09-11 00:00:00,2022-09-11 00:00:00,2022-09-11 00:00:00,2022-09-11 00:00:00,2022-09-11 00:00:00,2022-09-11 00:00:00,2022-09-11 00:00:00,0,0,2019-09-24 12:56:00,PP
3195,2022-09-12 00:00:00,2022,9,38,12,1,2022-09-12 06:00:00,2022-09-12 22:30:00,2022-09-12 09:00:00,2022-09-12 11:00:00,2022-09-12 16:30:00,2022-09-12 18:30:00,2022-09-12 00:00:00,2022-09-12 00:00:00,750,0,2020-08-20 12:52:52,PP
3196,2022-09-13 00:00:00,2022,9,38,13,2,2022-09-13 06:00:00,2022-09-13 22:30:00,2022-09-13 09:00:00,2022-09-13 11:00:00,2022-09-13 16:30:00,2022-09-13 18:30:00,2022-09-13 00:00:00,2022-09-13 00:00:00,750,0,2020-08-20 12:52:52,PP
3197,2022-09-14 00:00:00,2022,9,38,14,3,2022-09-14 06:00:00,2022-09-14 22:30:00,2022-09-14 09:00:00,2022-09-14 11:00:00,2022-09-14 16:30:00,2022-09-14 18:30:00,2022-09-14 00:00:00,2022-09-14 00:00:00,750,0,2020-08-20 12:52:52,PP
3198,2022-09-15 00:00:00,2022,9,38,15,4,2022-09-15 06:00:00,2022-09-15 22:30:00,2022-09-15 09:00:00,2022-09-15 11:00:00,2022-09-15 16:30:00,2022-09-15 18:30:00,2022-09-15 00:00:00,2022-09-15 00:00:00,750,0,2020-08-20 12:52:52,PP
3199,2022-09-16 00:00:00,2022,9,38,16,5,2022-09-16 06:00:00,2022-09-16 20:00:00,2022-09-16 09:00:00,2022-09-16 11:00:00,2022-09-16 16:30:00,2022-09-16 18:30:00,2022-09-16 00:00:00,2022-09-16 00:00:00,600,0,2020-08-20 12:52:52,PP
3200,2022-09-17 00:00:00,2022,9,38,17,6,2022-09-17 00:00:00,2022-09-17 00:00:00,2022-09-17 00:00:00,2022-09-17 00:00:00,2022-09-17 00:00:00,2022-09-17 00:00:00,2022-09-17 00:00:00,2022-09-17 00:00:00,0,0,2019-09-24 12:56:00,PP
3201,2022-09-18 00:00:00,2022,9,38,18,7,2022-09-18 00:00:00,2022-09-18 00:00:00,2022-09-18 00:00:00,2022-09-18 00:00:00,2022-09-18 00:00:00,2022-09-18 00:00:00,2022-09-18 00:00:00,2022-09-18 00:00:00,0,0,2019-09-24 12:56:00,PP
3202,2022-09-19 00:00:00,2022,9,39,19,1,2022-09-19 06:00:00,2022-09-19 22:30:00,2022-09-19 09:00:00,2022-09-19 11:00:00,2022-09-19 16:30:00,2022-09-19 18:30:00,2022-09-19 00:00:00,2022-09-19 00:00:00,750,0,2020-08-20 12:52:52,PP
3203,2022-09-20 00:00:00,2022,9,39,20,2,2022-09-20 06:00:00,2022-09-20 22:30:00,2022-09-20 09:00:00,2022-09-20 11:00:00,2022-09-20 16:30:00,2022-09-20 18:30:00,2022-09-20 00:00:00,2022-09-20 00:00:00,750,0,2020-08-20 12:52:52,PP
3204,2022-09-21 00:00:00,2022,9,39,21,3,2022-09-21 06:00:00,2022-09-21 22:30:00,2022-09-21 09:00:00,2022-09-21 11:00:00,2022-09-21 16:30:00,2022-09-21 18:30:00,2022-09-21 00:00:00,2022-09-21 00:00:00,750,0,2020-08-20 12:52:52,PP
3205,2022-09-22 00:00:00,2022,9,39,22,4,2022-09-22 06:00:00,2022-09-22 22:30:00,2022-09-22 09:00:00,2022-09-22 11:00:00,2022-09-22 16:30:00,2022-09-22 18:30:00,2022-09-22 00:00:00,2022-09-22 00:00:00,750,0,2020-08-20 12:52:52,PP
3206,2022-09-23 00:00:00,2022,9,39,23,5,2022-09-23 06:00:00,2022-09-23 20:00:00,2022-09-23 09:00:00,2022-09-23 11:00:00,2022-09-23 16:30:00,2022-09-23 18:30:00,2022-09-23 00:00:00,2022-09-23 00:00:00,600,0,2020-08-20 12:52:52,PP
3207,2022-09-24 00:00:00,2022,9,39,24,6,2022-09-24 00:00:00,2022-09-24 00:00:00,2022-09-24 00:00:00,2022-09-24 00:00:00,2022-09-24 00:00:00,2022-09-24 00:00:00,2022-09-24 00:00:00,2022-09-24 00:00:00,0,0,2019-09-24 12:56:00,PP
3208,2022-09-25 00:00:00,2022,9,39,25,7,2022-09-25 00:00:00,2022-09-25 00:00:00,2022-09-25 00:00:00,2022-09-25 00:00:00,2022-09-25 00:00:00,2022-09-25 00:00:00,2022-09-25 00:00:00,2022-09-25 00:00:00,0,0,2019-09-24 12:56:00,PP
3209,2022-09-26 00:00:00,2022,9,40,26,1,2022-09-26 06:00:00,2022-09-26 22:30:00,2022-09-26 09:00:00,2022-09-26 11:00:00,2022-09-26 16:30:00,2022-09-26 18:30:00,2022-09-26 00:00:00,2022-09-26 00:00:00,750,0,2020-08-20 12:52:52,PP
3210,2022-09-27 00:00:00,2022,9,40,27,2,2022-09-27 06:00:00,2022-09-27 22:30:00,2022-09-27 09:00:00,2022-09-27 11:00:00,2022-09-27 16:30:00,2022-09-27 18:30:00,2022-09-27 00:00:00,2022-09-27 00:00:00,750,0,2020-08-20 12:52:52,PP
3211,2022-09-28 00:00:00,2022,9,40,28,3,2022-09-28 06:00:00,2022-09-28 22:30:00,2022-09-28 09:00:00,2022-09-28 11:00:00,2022-09-28 16:30:00,2022-09-28 18:30:00,2022-09-28 00:00:00,2022-09-28 00:00:00,750,0,2020-08-20 12:52:52,PP
3212,2022-09-29 00:00:00,2022,9,40,29,4,2022-09-29 06:00:00,2022-09-29 22:30:00,2022-09-29 09:00:00,2022-09-29 11:00:00,2022-09-29 16:30:00,2022-09-29 18:30:00,2022-09-29 00:00:00,2022-09-29 00:00:00,750,0,2020-08-20 12:52:52,PP
3213,2022-09-30 00:00:00,2022,9,40,30,5,2022-09-30 06:00:00,2022-09-30 20:00:00,2022-09-30 09:00:00,2022-09-30 11:00:00,2022-09-30 16:30:00,2022-09-30 18:30:00,2022-09-30 00:00:00,2022-09-30 00:00:00,600,0,2020-08-20 12:52:52,PP
3214,2022-10-01 00:00:00,2022,10,40,1,6,2022-10-01 00:00:00,2022-10-01 00:00:00,2022-10-01 00:00:00,2022-10-01 00:00:00,2022-10-01 00:00:00,2022-10-01 00:00:00,2022-10-01 00:00:00,2022-10-01 00:00:00,0,0,2019-09-24 12:56:00,PP
3215,2022-10-02 00:00:00,2022,10,40,2,7,2022-10-02 00:00:00,2022-10-02 00:00:00,2022-10-02 00:00:00,2022-10-02 00:00:00,2022-10-02 00:00:00,2022-10-02 00:00:00,2022-10-02 00:00:00,2022-10-02 00:00:00,0,0,2019-09-24 12:56:00,PP
3216,2022-10-03 00:00:00,2022,10,41,3,1,2022-10-03 06:00:00,2022-10-03 22:30:00,2022-10-03 09:00:00,2022-10-03 11:00:00,2022-10-03 16:30:00,2022-10-03 18:30:00,2022-10-03 00:00:00,2022-10-03 00:00:00,750,0,2020-08-20 12:52:52,PP
3217,2022-10-04 00:00:00,2022,10,41,4,2,2022-10-04 06:00:00,2022-10-04 22:30:00,2022-10-04 09:00:00,2022-10-04 11:00:00,2022-10-04 16:30:00,2022-10-04 18:30:00,2022-10-04 00:00:00,2022-10-04 00:00:00,750,0,2020-08-20 12:52:52,PP
3218,2022-10-05 00:00:00,2022,10,41,5,3,2022-10-05 06:00:00,2022-10-05 22:30:00,2022-10-05 09:00:00,2022-10-05 11:00:00,2022-10-05 16:30:00,2022-10-05 18:30:00,2022-10-05 00:00:00,2022-10-05 00:00:00,750,0,2020-08-20 12:52:52,PP
3219,2022-10-06 00:00:00,2022,10,41,6,4,2022-10-06 06:00:00,2022-10-06 22:30:00,2022-10-06 09:00:00,2022-10-06 11:00:00,2022-10-06 16:30:00,2022-10-06 18:30:00,2022-10-06 00:00:00,2022-10-06 00:00:00,750,0,2020-08-20 12:52:52,PP
3220,2022-10-07 00:00:00,2022,10,41,7,5,2022-10-07 06:00:00,2022-10-07 20:00:00,2022-10-07 09:00:00,2022-10-07 11:00:00,2022-10-07 16:30:00,2022-10-07 18:30:00,2022-10-07 00:00:00,2022-10-07 00:00:00,600,0,2020-08-20 12:52:52,PP
3221,2022-10-08 00:00:00,2022,10,41,8,6,2022-10-08 00:00:00,2022-10-08 00:00:00,2022-10-08 00:00:00,2022-10-08 00:00:00,2022-10-08 00:00:00,2022-10-08 00:00:00,2022-10-08 00:00:00,2022-10-08 00:00:00,0,0,2019-09-24 12:56:00,PP
3222,2022-10-09 00:00:00,2022,10,41,9,7,2022-10-09 00:00:00,2022-10-09 00:00:00,2022-10-09 00:00:00,2022-10-09 00:00:00,2022-10-09 00:00:00,2022-10-09 00:00:00,2022-10-09 00:00:00,2022-10-09 00:00:00,0,0,2019-09-24 12:56:00,PP
3223,2022-10-10 00:00:00,2022,10,42,10,1,2022-10-10 06:00:00,2022-10-10 22:30:00,2022-10-10 09:00:00,2022-10-10 11:00:00,2022-10-10 16:30:00,2022-10-10 18:30:00,2022-10-10 00:00:00,2022-10-10 00:00:00,750,0,2020-08-20 12:52:52,PP
3224,2022-10-11 00:00:00,2022,10,42,11,2,2022-10-11 06:00:00,2022-10-11 22:30:00,2022-10-11 09:00:00,2022-10-11 11:00:00,2022-10-11 16:30:00,2022-10-11 18:30:00,2022-10-11 00:00:00,2022-10-11 00:00:00,750,0,2020-08-20 12:52:52,PP
3225,2022-10-12 00:00:00,2022,10,42,12,3,2022-10-12 06:00:00,2022-10-12 22:30:00,2022-10-12 09:00:00,2022-10-12 11:00:00,2022-10-12 16:30:00,2022-10-12 18:30:00,2022-10-12 00:00:00,2022-10-12 00:00:00,750,0,2020-08-20 12:52:52,PP
3226,2022-10-13 00:00:00,2022,10,42,13,4,2022-10-13 06:00:00,2022-10-13 22:30:00,2022-10-13 09:00:00,2022-10-13 11:00:00,2022-10-13 16:30:00,2022-10-13 18:30:00,2022-10-13 00:00:00,2022-10-13 00:00:00,750,0,2020-08-20 12:52:52,PP
3227,2022-10-14 00:00:00,2022,10,42,14,5,2022-10-14 06:00:00,2022-10-14 20:00:00,2022-10-14 09:00:00,2022-10-14 11:00:00,2022-10-14 16:30:00,2022-10-14 18:30:00,2022-10-14 00:00:00,2022-10-14 00:00:00,600,0,2020-08-20 12:52:52,PP
3228,2022-10-15 00:00:00,2022,10,42,15,6,2022-10-15 00:00:00,2022-10-15 00:00:00,2022-10-15 00:00:00,2022-10-15 00:00:00,2022-10-15 00:00:00,2022-10-15 00:00:00,2022-10-15 00:00:00,2022-10-15 00:00:00,0,0,2019-09-24 12:56:00,PP
3229,2022-10-16 00:00:00,2022,10,42,16,7,2022-10-16 00:00:00,2022-10-16 00:00:00,2022-10-16 00:00:00,2022-10-16 00:00:00,2022-10-16 00:00:00,2022-10-16 00:00:00,2022-10-16 00:00:00,2022-10-16 00:00:00,0,0,2019-09-24 12:56:00,PP
3230,2022-10-17 00:00:00,2022,10,43,17,1,2022-10-17 06:00:00,2022-10-17 22:30:00,2022-10-17 09:00:00,2022-10-17 11:00:00,2022-10-17 16:30:00,2022-10-17 18:30:00,2022-10-17 00:00:00,2022-10-17 00:00:00,750,0,2020-08-20 12:52:52,PP
3231,2022-10-18 00:00:00,2022,10,43,18,2,2022-10-18 06:00:00,2022-10-18 22:30:00,2022-10-18 09:00:00,2022-10-18 11:00:00,2022-10-18 16:30:00,2022-10-18 18:30:00,2022-10-18 00:00:00,2022-10-18 00:00:00,750,0,2020-08-20 12:52:52,PP
3232,2022-10-19 00:00:00,2022,10,43,19,3,2022-10-19 06:00:00,2022-10-19 22:30:00,2022-10-19 09:00:00,2022-10-19 11:00:00,2022-10-19 16:30:00,2022-10-19 18:30:00,2022-10-19 00:00:00,2022-10-19 00:00:00,750,0,2020-08-20 12:52:52,PP
3233,2022-10-20 00:00:00,2022,10,43,20,4,2022-10-20 06:00:00,2022-10-20 22:30:00,2022-10-20 09:00:00,2022-10-20 11:00:00,2022-10-20 16:30:00,2022-10-20 18:30:00,2022-10-20 00:00:00,2022-10-20 00:00:00,750,0,2020-08-20 12:52:52,PP
3234,2022-10-21 00:00:00,2022,10,43,21,5,2022-10-21 06:00:00,2022-10-21 20:00:00,2022-10-21 09:00:00,2022-10-21 11:00:00,2022-10-21 16:30:00,2022-10-21 18:30:00,2022-10-21 00:00:00,2022-10-21 00:00:00,600,0,2020-08-20 12:52:52,PP
3235,2022-10-22 00:00:00,2022,10,43,22,6,2022-10-22 00:00:00,2022-10-22 00:00:00,2022-10-22 00:00:00,2022-10-22 00:00:00,2022-10-22 00:00:00,2022-10-22 00:00:00,2022-10-22 00:00:00,2022-10-22 00:00:00,0,0,2019-09-24 12:56:00,PP
3236,2022-10-23 00:00:00,2022,10,43,23,7,2022-10-23 00:00:00,2022-10-23 00:00:00,2022-10-23 00:00:00,2022-10-23 00:00:00,2022-10-23 00:00:00,2022-10-23 00:00:00,2022-10-23 00:00:00,2022-10-23 00:00:00,0,0,2019-09-24 12:56:00,PP
3237,2022-10-24 00:00:00,2022,10,44,24,1,2022-10-24 06:00:00,2022-10-24 22:30:00,2022-10-24 09:00:00,2022-10-24 11:00:00,2022-10-24 16:30:00,2022-10-24 18:30:00,2022-10-24 00:00:00,2022-10-24 00:00:00,750,0,2020-08-20 12:52:52,PP
3238,2022-10-25 00:00:00,2022,10,44,25,2,2022-10-25 06:00:00,2022-10-25 22:30:00,2022-10-25 09:00:00,2022-10-25 11:00:00,2022-10-25 16:30:00,2022-10-25 18:30:00,2022-10-25 00:00:00,2022-10-25 00:00:00,750,0,2020-08-20 12:52:52,PP
3239,2022-10-26 00:00:00,2022,10,44,26,3,2022-10-26 06:00:00,2022-10-26 22:30:00,2022-10-26 09:00:00,2022-10-26 11:00:00,2022-10-26 16:30:00,2022-10-26 18:30:00,2022-10-26 00:00:00,2022-10-26 00:00:00,750,0,2020-08-20 12:52:52,PP
3240,2022-10-27 00:00:00,2022,10,44,27,4,2022-10-27 06:00:00,2022-10-27 22:30:00,2022-10-27 09:00:00,2022-10-27 11:00:00,2022-10-27 16:30:00,2022-10-27 18:30:00,2022-10-27 00:00:00,2022-10-27 00:00:00,750,0,2020-08-20 12:52:52,PP
3241,2022-10-28 00:00:00,2022,10,44,28,5,2022-10-28 06:00:00,2022-10-28 20:00:00,2022-10-28 09:00:00,2022-10-28 11:00:00,2022-10-28 16:30:00,2022-10-28 18:30:00,2022-10-28 00:00:00,2022-10-28 00:00:00,600,0,2020-08-20 12:52:52,PP
3242,2022-10-29 00:00:00,2022,10,44,29,6,2022-10-29 00:00:00,2022-10-29 00:00:00,2022-10-29 00:00:00,2022-10-29 00:00:00,2022-10-29 00:00:00,2022-10-29 00:00:00,2022-10-29 00:00:00,2022-10-29 00:00:00,0,0,2019-09-24 12:56:00,PP
3243,2022-10-30 00:00:00,2022,10,44,30,7,2022-10-30 00:00:00,2022-10-30 00:00:00,2022-10-30 00:00:00,2022-10-30 00:00:00,2022-10-30 00:00:00,2022-10-30 00:00:00,2022-10-30 00:00:00,2022-10-30 00:00:00,0,0,2019-09-24 12:56:00,PP
3244,2022-10-31 00:00:00,2022,10,45,31,1,2022-10-31 06:00:00,2022-10-31 22:30:00,2022-10-31 09:00:00,2022-10-31 11:00:00,2022-10-31 16:30:00,2022-10-31 18:30:00,2022-10-31 00:00:00,2022-10-31 00:00:00,750,0,2020-08-20 12:52:52,PP
3245,2022-11-01 00:00:00,2022,11,45,1,2,2022-11-01 06:00:00,2022-11-01 22:30:00,2022-11-01 09:00:00,2022-11-01 11:00:00,2022-11-01 16:30:00,2022-11-01 18:30:00,2022-11-01 00:00:00,2022-11-01 00:00:00,750,0,2020-08-20 12:52:52,PP
3246,2022-11-02 00:00:00,2022,11,45,2,3,2022-11-02 06:00:00,2022-11-02 22:30:00,2022-11-02 09:00:00,2022-11-02 11:00:00,2022-11-02 16:30:00,2022-11-02 18:30:00,2022-11-02 00:00:00,2022-11-02 00:00:00,750,0,2020-08-20 12:52:52,PP
3247,2022-11-03 00:00:00,2022,11,45,3,4,2022-11-03 06:00:00,2022-11-03 22:30:00,2022-11-03 09:00:00,2022-11-03 11:00:00,2022-11-03 16:30:00,2022-11-03 18:30:00,2022-11-03 00:00:00,2022-11-03 00:00:00,750,0,2020-08-20 12:52:52,PP
3248,2022-11-04 00:00:00,2022,11,45,4,5,2022-11-04 06:00:00,2022-11-04 20:00:00,2022-11-04 09:00:00,2022-11-04 11:00:00,2022-11-04 16:30:00,2022-11-04 18:30:00,2022-11-04 00:00:00,2022-11-04 00:00:00,600,0,2020-08-20 12:52:52,PP
3249,2022-11-05 00:00:00,2022,11,45,5,6,2022-11-05 00:00:00,2022-11-05 00:00:00,2022-11-05 00:00:00,2022-11-05 00:00:00,2022-11-05 00:00:00,2022-11-05 00:00:00,2022-11-05 00:00:00,2022-11-05 00:00:00,0,0,2019-09-24 12:56:00,PP
3250,2022-11-06 00:00:00,2022,11,45,6,7,2022-11-06 00:00:00,2022-11-06 00:00:00,2022-11-06 00:00:00,2022-11-06 00:00:00,2022-11-06 00:00:00,2022-11-06 00:00:00,2022-11-06 00:00:00,2022-11-06 00:00:00,0,0,2019-09-24 12:56:00,PP
3251,2022-11-07 00:00:00,2022,11,46,7,1,2022-11-07 06:00:00,2022-11-07 22:30:00,2022-11-07 09:00:00,2022-11-07 11:00:00,2022-11-07 16:30:00,2022-11-07 18:30:00,2022-11-07 00:00:00,2022-11-07 00:00:00,750,0,2020-08-20 12:52:52,PP
3252,2022-11-08 00:00:00,2022,11,46,8,2,2022-11-08 06:00:00,2022-11-08 22:30:00,2022-11-08 09:00:00,2022-11-08 11:00:00,2022-11-08 16:30:00,2022-11-08 18:30:00,2022-11-08 00:00:00,2022-11-08 00:00:00,750,0,2020-08-20 12:52:52,PP
3253,2022-11-09 00:00:00,2022,11,46,9,3,2022-11-09 06:00:00,2022-11-09 22:30:00,2022-11-09 09:00:00,2022-11-09 11:00:00,2022-11-09 16:30:00,2022-11-09 18:30:00,2022-11-09 00:00:00,2022-11-09 00:00:00,750,0,2020-08-20 12:52:52,PP
3254,2022-11-10 00:00:00,2022,11,46,10,4,2022-11-10 06:00:00,2022-11-10 22:30:00,2022-11-10 09:00:00,2022-11-10 11:00:00,2022-11-10 16:30:00,2022-11-10 18:30:00,2022-11-10 00:00:00,2022-11-10 00:00:00,750,0,2020-08-20 12:52:52,PP
3255,2022-11-11 00:00:00,2022,11,46,11,5,2022-11-11 06:00:00,2022-11-11 20:00:00,2022-11-11 09:00:00,2022-11-11 11:00:00,2022-11-11 16:30:00,2022-11-11 18:30:00,2022-11-11 00:00:00,2022-11-11 00:00:00,600,0,2020-08-20 12:52:52,PP
3256,2022-11-12 00:00:00,2022,11,46,12,6,2022-11-12 00:00:00,2022-11-12 00:00:00,2022-11-12 00:00:00,2022-11-12 00:00:00,2022-11-12 00:00:00,2022-11-12 00:00:00,2022-11-12 00:00:00,2022-11-12 00:00:00,0,0,2019-09-24 12:56:00,PP
3257,2022-11-13 00:00:00,2022,11,46,13,7,2022-11-13 00:00:00,2022-11-13 00:00:00,2022-11-13 00:00:00,2022-11-13 00:00:00,2022-11-13 00:00:00,2022-11-13 00:00:00,2022-11-13 00:00:00,2022-11-13 00:00:00,0,0,2019-09-24 12:56:00,PP
3258,2022-11-14 00:00:00,2022,11,47,14,1,2022-11-14 06:00:00,2022-11-14 22:30:00,2022-11-14 09:00:00,2022-11-14 11:00:00,2022-11-14 16:30:00,2022-11-14 18:30:00,2022-11-14 00:00:00,2022-11-14 00:00:00,750,0,2020-08-20 12:52:52,PP
3259,2022-11-15 00:00:00,2022,11,47,15,2,2022-11-15 06:00:00,2022-11-15 22:30:00,2022-11-15 09:00:00,2022-11-15 11:00:00,2022-11-15 16:30:00,2022-11-15 18:30:00,2022-11-15 00:00:00,2022-11-15 00:00:00,750,0,2020-08-20 12:52:52,PP
3260,2022-11-16 00:00:00,2022,11,47,16,3,2022-11-16 06:00:00,2022-11-16 22:30:00,2022-11-16 09:00:00,2022-11-16 11:00:00,2022-11-16 16:30:00,2022-11-16 18:30:00,2022-11-16 00:00:00,2022-11-16 00:00:00,750,0,2020-08-20 12:52:52,PP
3261,2022-11-17 00:00:00,2022,11,47,17,4,2022-11-17 06:00:00,2022-11-17 22:30:00,2022-11-17 09:00:00,2022-11-17 11:00:00,2022-11-17 16:30:00,2022-11-17 18:30:00,2022-11-17 00:00:00,2022-11-17 00:00:00,750,0,2020-08-20 12:52:52,PP
3262,2022-11-18 00:00:00,2022,11,47,18,5,2022-11-18 06:00:00,2022-11-18 20:00:00,2022-11-18 09:00:00,2022-11-18 11:00:00,2022-11-18 16:30:00,2022-11-18 18:30:00,2022-11-18 00:00:00,2022-11-18 00:00:00,600,0,2020-08-20 12:52:52,PP
3263,2022-11-19 00:00:00,2022,11,47,19,6,2022-11-19 00:00:00,2022-11-19 00:00:00,2022-11-19 00:00:00,2022-11-19 00:00:00,2022-11-19 00:00:00,2022-11-19 00:00:00,2022-11-19 00:00:00,2022-11-19 00:00:00,0,0,2019-09-24 12:56:00,PP
3264,2022-11-20 00:00:00,2022,11,47,20,7,2022-11-20 00:00:00,2022-11-20 00:00:00,2022-11-20 00:00:00,2022-11-20 00:00:00,2022-11-20 00:00:00,2022-11-20 00:00:00,2022-11-20 00:00:00,2022-11-20 00:00:00,0,0,2019-09-24 12:56:00,PP
3265,2022-11-21 00:00:00,2022,11,48,21,1,2022-11-21 06:00:00,2022-11-21 22:30:00,2022-11-21 09:00:00,2022-11-21 11:00:00,2022-11-21 16:30:00,2022-11-21 18:30:00,2022-11-21 00:00:00,2022-11-21 00:00:00,750,0,2020-08-20 12:52:52,PP
3266,2022-11-22 00:00:00,2022,11,48,22,2,2022-11-22 06:00:00,2022-11-22 22:30:00,2022-11-22 09:00:00,2022-11-22 11:00:00,2022-11-22 16:30:00,2022-11-22 18:30:00,2022-11-22 00:00:00,2022-11-22 00:00:00,750,0,2020-08-20 12:52:52,PP
3267,2022-11-23 00:00:00,2022,11,48,23,3,2022-11-23 06:00:00,2022-11-23 22:30:00,2022-11-23 09:00:00,2022-11-23 11:00:00,2022-11-23 16:30:00,2022-11-23 18:30:00,2022-11-23 00:00:00,2022-11-23 00:00:00,750,0,2020-08-20 12:52:52,PP
3268,2022-11-24 00:00:00,2022,11,48,24,4,2022-11-24 06:00:00,2022-11-24 22:30:00,2022-11-24 09:00:00,2022-11-24 11:00:00,2022-11-24 16:30:00,2022-11-24 18:30:00,2022-11-24 00:00:00,2022-11-24 00:00:00,750,0,2020-08-20 12:52:52,PP
3269,2022-11-25 00:00:00,2022,11,48,25,5,2022-11-25 06:00:00,2022-11-25 20:00:00,2022-11-25 09:00:00,2022-11-25 11:00:00,2022-11-25 16:30:00,2022-11-25 18:30:00,2022-11-25 00:00:00,2022-11-25 00:00:00,600,0,2020-08-20 12:52:52,PP
3270,2022-11-26 00:00:00,2022,11,48,26,6,2022-11-26 00:00:00,2022-11-26 00:00:00,2022-11-26 00:00:00,2022-11-26 00:00:00,2022-11-26 00:00:00,2022-11-26 00:00:00,2022-11-26 00:00:00,2022-11-26 00:00:00,0,0,2019-09-24 12:56:00,PP
3271,2022-11-27 00:00:00,2022,11,48,27,7,2022-11-27 00:00:00,2022-11-27 00:00:00,2022-11-27 00:00:00,2022-11-27 00:00:00,2022-11-27 00:00:00,2022-11-27 00:00:00,2022-11-27 00:00:00,2022-11-27 00:00:00,0,0,2019-09-24 12:56:00,PP
3272,2022-11-28 00:00:00,2022,11,49,28,1,2022-11-28 06:00:00,2022-11-28 22:30:00,2022-11-28 09:00:00,2022-11-28 11:00:00,2022-11-28 16:30:00,2022-11-28 18:30:00,2022-11-28 00:00:00,2022-11-28 00:00:00,750,0,2020-08-20 12:52:52,PP
